24	57145151	1994	1995	1996	1997	9992	9992	1	9	5	6	8	9	9992	9992	9	5	6	8	9	9992	9992	9	3	5	4	6	9992	9992	6	3	5	4	6	9992	9992	6	4	4	4	3.667	9992	9992	3.909	4	4	4	4	9992	9992	4	4	4	4	3.909	9992	9992	3.981	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
25	57146734	1996	1997	1998	1999	9992	9992	9993	9993	4	5	7	0	9992	9992	7	4	5	7	0	9992	9992	7	3	4	5	0	9992	9992	5	3	4	5	0	9992	9992	5	2	2	3.5	9994	9992	9992	2.5	2	2.5	4	9994	9992	9992	2.833	3	3.176	3.5	3.125	9992	9992	3.211	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
26	57154247	1992	1993	1994	1995	9992	9992	3	11	2	2	0	0	9992	9992	2	2	2	0	0	9992	9992	2	5	3	2	0	9992	9992	5	5	3	2	0	9992	9992	5	4	3	9994	9994	9992	9992	3.5	3	1	3	9994	9992	9992	2.333	3.364	2.7	2.667	2.25	9992	9992	2.789	0	0	9994	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
27	57154779	1997	1998	9992	9992	9992	9992	9993	9993	3	0	9992	9992	9992	9992	3	0	0	9992	9992	9992	9992	0	2	0	9992	9992	9992	9992	2	0	0	9992	9992	9992	9992	0	0	9994	9992	9992	9992	9992	0	0	9994	9992	9992	9992	9992	0	0	0	9992	9992	9992	9992	0	1	9994	9992	9992	9992	9992	1	1	9994	9992	9992	9992	9992	1	1	1	9992	9992	9992	9992	1
28	57159952	1993	1994	1995	1996	9992	9992	2	10	6	5	8	0	9992	9992	8	6	5	8	0	9992	9992	8	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	3	3	9994	9992	9992	3	3.5	3.5	3	9994	9992	9992	3.333	3.643	3.714	3.538	3.857	9992	9992	3.691	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
29	57160648	1992	1993	1994	1995	9992	9992	3	11	2	4	6	6	9992	9992	6	2	4	0	6	9992	9992	6	3	2	3	5	9992	9992	5	3	2	0	0	9992	9992	3	3	1.5	0	1	9992	9992	1.333	1	1	0	0.333	9992	9992	0.571	2.125	1.429	1.5	0.824	9992	9992	1.34	0	0	1	0	9992	9992	0.167	0	0	1	0.667	9992	9992	0.429	0.125	0.071	0.375	0.294	9992	9992	0.213
30	57164981	1995	1996	1997	1998	9992	9992	9993	9993	2	3	3	2	9992	9992	3	2	0	3	2	9992	9992	3	2	3	5	0	9992	9992	5	2	3	5	0	9992	9992	5	3	2	1	2	9992	9992	2	3	1	1	9994	9992	9992	1.667	2.75	2.25	1.833	2.091	9992	9992	2.234	0	0	0.5	0	9992	9992	0.125	0	0	0	9994	9992	9992	0	0	0	0.083	0	9992	9992	0.021
31	57165081	1994	1995	1996	1997	9992	9992	1	9	3	3	2	2	9992	9992	3	3	0	2	2	9992	9992	3	2	3	3	0	9992	9992	3	2	3	3	0	9992	9992	3	4	3.5	2	1	9992	9992	2.625	2	3.5	2	9994	9992	9992	2.5	2.917	2.667	1.917	2	9992	9992	2.375	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
32	57166450	1994	1995	1996	1997	9992	9992	1	9	4	5	5	5	9992	9992	5	4	0	5	5	9992	9992	5	0	3	3	3	9992	9992	3	0	3	3	3	9992	9992	3	1.5	0	0.5	1.333	9992	9992	1	9994	0.5	2.667	3	9992	9992	2	2.083	1.25	1.929	1.941	9992	9992	1.818	0	1	0.5	0.333	9992	9992	0.375	9994	0.5	0	0	9992	9992	0.167	0	0.333	0.214	0.118	9992	9992	0.164
33	57166463	1996	1997	1998	1999	9992	9992	9993	9993	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	2	4	0	9992	9992	4	2	2	4	0	9992	9992	4	0.667	2	1.5	2	9992	9992	1.444	2.333	2	3	9994	9992	9992	2.429	1.929	2.75	2.929	3.1	9992	9992	2.64	0.333	0	0.5	0	9992	9992	0.222	0.333	0	0	9994	9992	9992	0.143	0.143	0	0.071	0	9992	9992	0.06
34	57167951	1995	1996	1997	1998	9992	9992	9993	9993	6	5	0	7	9992	9992	7	6	5	0	7	9992	9992	7	2	5	5	4	9992	9992	5	2	5	4	4	9992	9992	5	4	4	9994	1	9992	9992	2.875	4	4	1.5	3	9992	9992	3.143	4	4	3.083	2.733	9992	9992	3.455	0	0	9994	0	9992	9992	0	0	0	0.5	0	9992	9992	0.143	0	0	0.167	0	9992	9992	0.036
35	57177419	1995	1996	1997	1998	9992	9992	9993	9993	2	2	2	1	9992	9992	2	2	2	2	1	9992	9992	2	2	1	2	0	9992	9992	2	2	1	2	0	9992	9992	2	1	3	3	2	9992	9992	2.4	1	3	3	9994	9992	9992	2.333	1.875	3	3.25	2.333	9992	9992	2.629	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
36	57178110	1996	1997	1998	1999	9992	9992	9993	9993	4	6	7	2	9992	9992	7	4	6	0	2	9992	9992	6	3	0	6	6	9992	9992	6	3	0	6	6	9992	9992	6	2.5	2	0	2	9992	9992	1.5	3	9994	3	3	9992	9992	3	3.125	2.875	2.333	2.75	9992	9992	2.722	0	0	1	0	9992	9992	0.333	0	9994	0	0	9992	9992	0	0	0	0.167	0	9992	9992	0.056
37	57178982	1995	1996	1997	1998	1999	9992	9993	9993	2	2	2	2	1	9992	2	2	0	0	2	1	9992	2	0	3	2	0	0	9992	3	0	3	0	0	0	9992	3	1.5	0	0	0.5	4	9992	1.333	9994	1.5	0	9994	9994	9992	0.75	1.929	1.063	0.667	1.545	4	9992	1.45	0	1	1	0.5	0	9992	0.444	9994	0	1	9994	9994	9992	0.5	0	0.25	0.533	0.182	0	9992	0.233
38	57186150	1993	1994	1995	1996	9992	9992	2	10	4	5	6	4	9992	9992	6	4	5	6	4	9992	9992	6	2	3	4	6	9992	9992	6	2	3	4	6	9992	9992	6	2.5	2.5	2	4	9992	9992	2.75	4	2	3	3	9992	9992	3	3.4	3.214	3.083	3.7	9992	9992	3.333	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
39	57186582	1993	1994	1995	1996	9992	9992	2	10	4	6	5	0	9992	9992	6	4	6	5	0	9992	9992	6	5	2	3	0	9992	9992	5	5	2	3	0	9992	9992	5	2	3	2	9994	9992	9992	2.333	4	4	3	9994	9992	9992	3.667	3.375	3.444	3.25	3.667	9992	9992	3.441	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
40	57192841	1994	1995	1996	1997	9992	9992	1	9	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	5	9992	9992	5	2	3	4	5	9992	9992	5	2.5	2.5	1	9994	9992	9992	2	3.5	4	2	2.5	9992	9992	3	3.412	3.6	2.786	2.769	9992	9992	3.169	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
41	57196641	1992	1993	1994	1995	9992	9992	3	11	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3.5	4	4	4	9992	9992	3.875	3	2	3.5	9994	9992	9992	2.833	3	3.25	3.846	3.667	9992	9992	3.449	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
42	57199320	1993	1994	1995	1996	9992	9992	2	10	4	5	5	5	9992	9992	5	4	5	5	5	9992	9992	5	2	5	5	0	9992	9992	5	2	3	4	0	9992	9992	4	1	0.667	2	0.667	9992	9992	1	3	1.5	1.8	9994	9992	9992	2	2.214	1.643	1.933	1.063	9992	9992	1.695	0	0.333	0	0.667	9992	9992	0.3	0	0.5	0.2	9994	9992	9992	0.222	0.071	0.214	0.133	0.375	9992	9992	0.203
43	57199896	1995	1996	1997	1998	9992	9992	9993	9993	2	4	5	2	9992	9992	5	2	4	5	2	9992	9992	5	2	3	5	5	9992	9992	5	2	3	5	5	9992	9992	5	3	3.5	3	3	9992	9992	3.167	2	1.5	3	3	9992	9992	2.167	2.786	2.643	2.333	2.583	9992	9992	2.612	0	0	0	0	9992	9992	0	0	0.5	0	0	9992	9992	0.167	0	0.071	0	0	9992	9992	0.02
44	57200870	1991	1992	1993	9992	9992	9992	9994	9994	0	4	4	9992	9992	9992	4	0	4	4	9992	9992	9992	4	2	3	4	9992	9992	9992	4	2	3	4	9992	9992	9992	4	9994	2	1	9992	9992	9992	1.667	2	3	1	9992	9992	9992	2.167	2.25	2.417	1.333	9992	9992	9992	2.147	9994	0	0	9992	9992	9992	0	0.333	0	0	9992	9992	9992	0.167	0.063	0	0.167	9992	9992	9992	0.059
45	57203993	1994	1995	1996	1997	9992	9992	1	9	0	2	5	0	9992	9992	5	0	2	5	0	9992	9992	5	2	3	4	2	9992	9992	4	2	3	4	2	9992	9992	4	9994	1.5	1.75	9994	9992	9992	1.667	2	2	0.5	1.5	9992	9992	1.5	1.75	2.125	2.067	2.6	9992	9992	2.063	9994	0	0	9994	9992	9992	0	0	0	0.5	0	9992	9992	0.125	0.167	0	0.067	0	9992	9992	0.063
46	57211375	1994	1995	1996	1997	9992	9992	1	9	4	6	8	8	9992	9992	8	4	6	8	8	9992	9992	8	2	3	6	6	9992	9992	6	2	3	6	6	9992	9992	6	2	2	2	4	9992	9992	2.4	2	3.5	1.333	3.5	9992	9992	2.636	2.267	2.938	2.4	3.722	9992	9992	2.875	0	0	0.5	0	9992	9992	0.1	0	0	0.333	0	9992	9992	0.091	0.067	0	0.133	0	9992	9992	0.047
47	57212347	1993	9992	9992	9992	9992	9992	9994	9994	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	2	9992	9992	9992	9992	9992	2	1.333	9992	9992	9992	9992	9992	1.333	1.143	9992	9992	9992	9992	9992	1.143	0	9992	9992	9992	9992	9992	0	0	9992	9992	9992	9992	9992	0	0.238	9992	9992	9992	9992	9992	0.238
48	57212679	1995	1996	1997	1998	1999	9992	9993	9993	2	3	2	2	2	9992	3	2	0	2	2	2	9992	2	2	3	2	0	2	9992	3	2	3	0	0	2	9992	3	2	0.5	2	2.5	1	9992	1.6	1.5	0.5	0	9994	2	9992	0.857	1.125	0.5	1.077	2.067	1.462	9992	1.254	0	0.5	0.5	0	0.5	9992	0.3	0	0.5	1	9994	0	9992	0.429	0.313	0.643	0.538	0	0.231	9992	0.338
49	57213037	1991	1992	1993	1994	9992	9992	4	12	4	4	5	4	9992	9992	5	4	4	5	4	9992	9992	5	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	1.5	2.5	0.5	1	9992	9992	1.429	2.5	1	9994	9994	9992	9992	1.75	1.583	2	1.75	1.625	9992	9992	1.769	0	0	0.5	0	9992	9992	0.143	0	0	9994	9994	9992	9992	0	0.167	0	0.188	0	9992	9992	0.096
50	57213527	1993	1994	1995	1996	9992	9992	2	10.1	4	4	4	5	9992	9992	5	4	4	4	5	9992	9992	5	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	1	3.5	3	2	9992	9992	2.1	0.5	1	3	9994	9992	9992	1.5	1.889	2.769	2.692	2.667	9992	9992	2.434	0.5	0	0	0	9992	9992	0.2	0.5	0	0	9994	9992	9992	0.167	0.167	0	0.154	0	9992	9992	0.094
51	57214806	1992	1993	1994	1995	1996	1997	3	9995	3	4	9992	9992	3	5	5	3	4	9992	9992	3	5	5	2	2	9992	9992	0	0	2	2	2	9992	9992	0	0	2	3	1	9992	9992	4	4	3.273	2	3	9992	9992	9994	9994	2.5	1.667	1.786	9992	9992	4	4	2.717	0	0	9992	9992	0	0	0	0	0	9992	9992	9994	9994	0	0	0.071	9992	9992	0	0	0.022
52	57217465	1994	1995	1996	1997	9992	9992	1	9	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	4	3	3	4	9992	9992	4	4	3	3	4	9992	9992	4	3	1	2.667	9994	9992	9992	2.286	3.333	0.5	3	2.5	9992	9992	2.375	2.917	2.688	2.75	2.769	9992	9992	2.772	0	0.5	0	9994	9992	9992	0.143	0	0.5	0	0	9992	9992	0.125	0.083	0.125	0.063	0	9992	9992	0.07
53	57218874	1994	1995	1996	1997	9992	9992	1	9	4	0	5	2	9992	9992	5	4	0	5	2	9992	9992	5	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	1	9994	2	2	9992	9992	1.5	2	1	2	9994	9992	9992	1.667	1.75	2	2.556	1.667	9992	9992	2.074	0	9994	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
