56	1	1	3	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	1	1	1	1	2	1	0	1	1	99	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	1	99	1	99	1636	10	2	0	0	0	0	1	1	1	4	0	2	8	2	0	0	1	1	1	1	99	1	1	3	1	0	1	1	1	0	1	0	5	1	5	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
23	2	5	2	1	2	3	1	4	1	6	0	2	0	4	99	99	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	1	1	1	1	1	99	99	1	3	4	6	6	1.0	1	1	1	1	1	1	1	1	99	99	1	588	4	2	2	1	1	0	1	1	2	0	1	0	8	2	0	0	1	1	1	1	99	99	1	2	1	1	1	1	1	0	0	1	6	1	6	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0
49	2	1	3	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	5	1	2	0	1	1	1	2	1	1	6	1	1	1	1	5	4	99	4	4	8	8	1.0	1	1	1	1	1	1	1	1	99	1	1	561	3	3	2	1	0	0	1	1	1	3	0	2	8	2	0	0	1	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	7	1	7	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
36	2	2	2	1	2	1	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	6	6	1.0	1	1	1	1	1	1	1	1	99	1	1	1313	8	1	0	0	0	0	1	1	1	2	1	2	8	2	0	0	1	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	7	1	7	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	0
34	2	1	3	2	1	0	3	1	1	2	0	2	0	3	99	99	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	99	99	99	1	1	4	2	1	1.0	1	1	1	1	1	1	2	2	1	1	1	83	1	2	3	0	0	0	1	1	1	1	0	0	8	2	0	0	1	1	2	2	1	1	1	1	1	1	0	0	0	1	1	1	5	1	5	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0
32	1	1	2	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	0	0	0	1	2	1	1	1	1	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	99	1	99	1	1	1	99	1	1	99	1394	9	2	0	0	0	0	1	99	1	1	0	2	5	1	0	1	0	1	1	99	1	1	1	2	1	1	1	1	0	1	1	0	6	1	6	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
38	1	1	2	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	3	0	0	0	1	1	1	2	1	1	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	99	1	99	1	1257	8	3	0	0	0	0	99	1	1	2	0	2	7	1	0	1	0	1	1	99	1	99	1	2	1	1	1	1	0	1	0	1	6	1	6	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
44	1	1	2	4	1	0	4	2	1	6	0	1	2	3	2	2	1	1	0	1	1	1	1	1	1	2	3	1	1	1	2	2	2	2	2	1	6	1	1	1	1	5	2	1	2	3	6	6	1.0	1	1	1	1	1	1	1	99	1	99	1	64	1	2	2	1	0	2	1	1	1	2	0	0	8	2	0	0	1	1	1	99	1	99	1	2	1	1	1	1	0	1	0	1	6	1	6	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0
51	1	3	3	4	3	0	0	0	0	6	3	0	0	0	1	0	1	1	1	1	1	1	1	1	1	3	99	2	0	0	1	1	1	2	1	1	6	1	1	1	1	5	2	2	99	4	99	99	1.0	1	1	1	1	1	1	1	99	1	1	99	103	1	2	2	1	0	0	1	1	1	3	1	0	8	2	0	0	1	1	1	99	1	1	1	2	1	1	1	1	0	1	1	0	6	1	6	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	3.00	0
29	1	1	3	2	1	0	3	1	1	6	0	2	0	4	99	99	1	1	1	1	1	1	1	1	1	2	4	1	1	2	1	2	1	1	1	1	6	1	1	1	1	4	3	1	1	3	6	6	99.0	1	1	1	1	1	1	1	99	1	99	1	138	1	2	2	1	1	0	1	1	99	1	0	0	8	2	0	0	1	1	1	99	1	99	1	2	1	1	1	1	0	1	0	1	6	1	6	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0
23	1	5	2	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	99	1	1	1	3	99	1	1	1	1	2	2	2	1	99	7	1	1	1	1	5	99	1	5	4	8	8	1.0	1	1	1	1	1	1	1	99	1	99	1	404	2	2	1	1	0	0	1	1	1	0	1	1	8	2	0	0	1	1	1	99	1	99	1	2	1	1	1	1	0	1	0	1	6	1	6	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
32	1	1	3	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	5	0	0	0	1	1	1	2	1	1	0	1	1	1	1	0	0	0	0	0	8	8	99.0	99	1	1	1	99	1	1	99	1	1	1	1172	8	3	0	0	0	0	99	1	1	1	0	1	5	1	0	1	0	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
27	1	2	3	3	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	6	1	1	1	1	4	4	2	99	99	8	8	1.0	1	1	1	1	1	1	1	99	1	1	1	8	1	3	2	0	1	0	1	1	1	1	1	0	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
62	1	4	3	3	3	0	0	0	0	6	3	0	0	0	2	0	1	1	1	1	1	1	1	1	1	3	0	1	1	2	2	1	2	2	1	2	2	1	1	1	1	5	4	2	3	3	6	6	1.0	1	1	1	1	1	1	1	99	1	1	1	15	1	3	0	0	0	0	1	1	1	4	1	0	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	3.00	3.00	0
67	1	4	2	5	3	0	0	0	0	6	3	0	0	0	0	0	1	1	1	1	1	1	1	1	1	3	99	1	1	2	1	2	2	1	1	1	1	1	1	1	1	4	4	2	99	99	8	8	1.0	1	1	1	1	1	1	1	99	1	1	1	115	1	3	2	1	0	0	1	1	1	4	1	0	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	3.00	3.00	0
34	1	1	3	2	1	0	3	2	1	6	0	2	0	99	99	99	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	6	1	1	1	1	99	3	1	1	5	6	6	2.0	1	1	1	1	1	1	1	99	1	1	1	180	1	1	1	0	1	0	1	1	1	1	0	0	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0
29	2	1	3	1	1	0	2	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	2	2	1	0	1	1	1	1	0	0	0	0	0	6	6	1.0	1	1	1	1	1	1	1	99	1	1	1	1278	8	1	0	0	0	0	1	1	1	1	0	2	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0
60	2	1	1	5	3	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	3	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	99	1	1	1	1285	8	2	0	0	0	0	1	1	99	4	0	2	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	3.00	0
65	1	1	1	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	0	0	0	1	2	1	2	1	1	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	99	1	1	1	1369	8	2	0	0	0	0	1	1	1	4	0	2	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
54	2	3	2	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	5	0	0	0	1	2	1	1	1	1	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	99	1	1	1	1383	8	2	0	0	0	0	1	1	1	3	1	2	8	2	0	0	1	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	7	1	7	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
27	1	1	2	1	2	1	1	0	1	6	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	3	0	0	0	1	2	2	1	1	1	0	1	1	99	1	0	0	0	0	0	6	6	1.0	1	1	1	1	1	1	99	1	1	1	1	922	6	2	0	0	0	0	1	99	1	1	0	2	7	1	0	1	0	1	99	1	1	1	1	2	1	0	1	0	1	1	1	1	6	1	6	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0
67	1	1	2	5	3	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	4	2	0	0	1	2	1	1	1	1	6	1	1	1	1	3	3	2	99	5	99	99	1.0	1	1	1	1	99	99	99	1	1	1	1	127	1	1	2	0	0	0	1	1	1	4	0	0	6	1	0	1	0	1	99	1	1	1	1	1	1	1	1	0	1	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	3.00	0
59	1	4	1	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	5	1	1	2	1	2	2	1	1	1	8	1	1	1	1	4	3	2	99	4	8	8	2.0	1	1	1	1	1	1	99	1	1	1	1	325	1	3	2	0	0	0	1	1	99	4	1	0	8	2	0	0	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	1	7	1	7	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
14	2	5	1	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	4	2	0	0	1	2	2	1	1	1	3	1	1	1	1	99	99	2	5	99	8	8	99.0	1	1	1	1	1	1	99	1	1	1	1	346	2	3	2	1	0	0	1	1	1	0	1	1	8	2	0	0	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	1	7	1	7	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
37	1	3	3	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	4	0	0	0	1	1	1	2	1	2	0	1	1	1	1	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	99	1	1	1	1	1527	10	2	0	0	0	0	1	1	1	2	1	1	8	2	0	0	1	1	99	1	1	1	1	1	1	1	1	0	1	1	1	1	7	1	7	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0
19	1	5	2	2	1	3	1	3	1	6	0	99	99	4	4	8	1	1	0	1	1	1	1	1	1	3	99	2	0	0	1	99	1	99	1	1	9	1	1	1	1	5	4	1	3	4	6	6	2.0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	0	2	0	2	2	2	0	1	0	6	1	0	1	0	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	7	1	7	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0
19	1	5	2	2	2	3	1	3	1	6	0	99	99	4	4	8	1	1	0	1	1	1	1	1	1	3	99	2	0	0	2	99	1	99	1	1	9	1	1	1	1	4	4	1	3	4	6	6	2.0	1	1	1	1	1	1	2	1	1	1	1	20	1	2	2	0	2	0	2	2	2	0	1	0	6	1	0	1	0	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	7	1	7	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0
21	1	5	3	2	4	0	0	0	0	6	0	0	0	0	2	4	1	1	0	1	1	1	99	1	1	3	0	2	0	0	2	2	1	1	1	1	1	2	1	1	1	4	4	1	2	2	8	8	1.0	1	1	1	99	1	1	2	1	1	1	1	31	1	3	2	1	0	0	1	1	1	0	1	0	7	1	0	1	0	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	7	1	7	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
24	1	1	3	1	1	0	1	3	1	6	0	2	0	4	99	99	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	6	1	1	1	1	99	99	1	2	4	6	6	1.0	1	1	1	1	1	1	2	1	1	2	1	80	1	3	2	0	0	0	1	1	1	0	0	0	8	2	0	0	1	1	2	1	1	2	1	0	1	1	1	0	1	1	0	1	6	1	6	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	3.00	1.00	0
43	1	1	3	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	0	0	0	1	2	1	1	2	1	0	1	1	99	99	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	1	1	2	1	1250	8	3	0	0	0	0	1	2	1	2	0	2	7	1	0	1	0	1	1	1	1	2	1	2	1	0	0	1	1	1	0	1	5	1	5	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
67	1	4	3	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	3	0	0	0	1	1	1	1	1	1	0	1	1	99	99	0	0	0	0	0	8	8	1.0	1	1	1	1	1	99	1	1	1	1	1	1270	8	1	0	0	0	0	1	1	2	4	1	2	7	1	0	1	0	1	1	1	1	1	1	2	1	0	0	1	1	1	1	1	6	1	6	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	4.00	0
61	2	3	2	4	4	0	0	0	1	6	0	0	2	0	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	99	5	3	2	1	2	5	1	1.0	1	1	1	1	1	1	1	1	1	99	1	60	1	3	2	0	1	0	1	1	1	4	1	0	8	2	0	0	1	1	1	1	1	99	1	2	1	1	0	1	1	1	0	1	6	1	6	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
35	2	1	3	3	1	0	3	2	1	2	0	1	2	3	2	3	1	1	0	1	1	1	1	1	1	1	5	2	0	0	1	2	2	2	1	1	6	1	1	1	99	4	2	1	2	3	2	1	2.0	1	1	1	1	1	1	1	1	1	99	1	192	1	3	1	0	1	0	1	1	99	1	0	0	8	2	0	0	1	1	1	1	1	99	1	2	1	1	0	1	1	1	0	1	6	1	6	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	3.00	1.00	0
49	1	5	3	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	4	0	0	0	1	1	1	2	1	1	0	1	1	1	99	0	0	0	0	0	8	8	1.0	1	1	1	1	1	1	1	1	1	99	1	975	7	3	0	0	0	0	1	1	99	3	1	2	8	2	0	0	1	1	1	1	1	99	1	2	1	1	0	1	1	1	0	1	6	1	6	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
61	2	1	1	3	1	0	3	3	1	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	99	0	0	0	0	0	4	1	1.0	1	1	1	1	1	1	1	1	1	99	1	1615	10	2	0	0	0	0	1	1	1	4	0	2	8	2	0	0	1	1	1	1	1	99	1	2	1	1	0	1	1	1	0	1	6	1	6	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0
53	2	1	1	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	4	0	0	0	1	2	1	2	99	1	0	1	1	1	99	0	0	0	0	0	8	8	1.0	1	1	1	99	99	99	1	1	1	1	1	969	7	3	0	0	0	0	1	1	1	3	0	2	5	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	7	1	7	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3.00	4.00	0
17	1	5	1	1	4	0	0	0	0	6	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3	2	0	0	0	1	1	1	1	1	1	0	1	1	1	99	0	0	0	0	0	8	8	1.0	1	1	1	1	99	99	1	1	1	1	1	1115	7	1	0	0	0	0	1	99	1	0	1	1	5	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	7	1	7	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	4.00	0
44	1	1	3	2	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	0	0	0	1	2	1	1	1	1	0	1	1	1	99	0	0	0	0	0	8	8	1.0	99	1	1	1	1	1	1	1	1	1	1	857	6	1	0	0	0	0	1	1	1	2	0	1	7	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	7	1	7	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	4.00	0
54	1	1	3	3	4	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	5	1	1	2	1	1	1	1	99	1	6	1	1	1	99	3	4	2	99	99	6	6	99.0	1	1	1	1	1	1	1	1	1	1	1	22	1	1	2	1	0	0	1	1	1	3	0	0	8	2	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	7	1	7	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	4.00	0
